COMMUNE_NOM,COLL_INSEE,TYPE_EVENEMENT,ANNEE,DATE_EVENEMENT,NOMBRE_EVENEMENT
NEUVILLE-SAINT-REMY,59428,MARIAGE,2000,20000812,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,2000,20000805,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,2000,20000722,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,2000,20000715,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,2000,20000603,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,2000,20000527,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,2000,20000520,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,2000,20000506,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,2000,20000429,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,2000,20000428,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,2000,20000422,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,2000,20000115,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1999,19991231,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1999,19991204,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1999,19991106,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1999,19990918,2
NEUVILLE-SAINT-REMY,59428,MARIAGE,1999,19990911,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1999,19990904,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1999,19990828,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1999,19990731,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1999,19990724,3
NEUVILLE-SAINT-REMY,59428,MARIAGE,1999,19990710,3
NEUVILLE-SAINT-REMY,59428,MARIAGE,1999,19990703,2
NEUVILLE-SAINT-REMY,59428,MARIAGE,1999,19990626,2
NEUVILLE-SAINT-REMY,59428,MARIAGE,1999,19990619,2
NEUVILLE-SAINT-REMY,59428,MARIAGE,1999,19990605,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1999,19990522,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1999,19990515,2
NEUVILLE-SAINT-REMY,59428,MARIAGE,1999,19990417,2
NEUVILLE-SAINT-REMY,59428,MARIAGE,1998,19981212,2
NEUVILLE-SAINT-REMY,59428,MARIAGE,1998,19981205,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1998,19981114,2
NEUVILLE-SAINT-REMY,59428,MARIAGE,1998,19981107,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1998,19980926,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1998,19980912,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1998,19980905,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1998,19980829,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1998,19980822,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1998,19980808,2
NEUVILLE-SAINT-REMY,59428,MARIAGE,1998,19980801,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1998,19980718,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1998,19980711,2
NEUVILLE-SAINT-REMY,59428,MARIAGE,1998,19980613,3
NEUVILLE-SAINT-REMY,59428,MARIAGE,1998,19980502,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1998,19980418,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1998,19980404,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1998,19980110,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1997,19971115,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1997,19970927,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1997,19970809,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1997,19970802,2
NEUVILLE-SAINT-REMY,59428,MARIAGE,1997,19970726,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1997,19970719,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1997,19970712,2
NEUVILLE-SAINT-REMY,59428,MARIAGE,1997,19970704,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1997,19970621,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1997,19970605,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1997,19970510,2
NEUVILLE-SAINT-REMY,59428,MARIAGE,1997,19970426,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1997,19970412,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1997,19970228,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1997,19970208,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1997,19970111,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1996,19961224,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1996,19961012,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1996,19960928,2
NEUVILLE-SAINT-REMY,59428,MARIAGE,1996,19960921,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1996,19960907,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1996,19960831,2
NEUVILLE-SAINT-REMY,59428,MARIAGE,1996,19960729,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1996,19960720,3
NEUVILLE-SAINT-REMY,59428,MARIAGE,1996,19960706,2
NEUVILLE-SAINT-REMY,59428,MARIAGE,1996,19960629,5
NEUVILLE-SAINT-REMY,59428,MARIAGE,1996,19960330,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1996,19960322,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1996,19960210,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1995,19951223,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1995,19951222,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1995,19950923,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1995,19950902,3
NEUVILLE-SAINT-REMY,59428,MARIAGE,1995,19950826,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1995,19950811,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1995,19950729,2
NEUVILLE-SAINT-REMY,59428,MARIAGE,1995,19950722,2
NEUVILLE-SAINT-REMY,59428,MARIAGE,1995,19950701,2
NEUVILLE-SAINT-REMY,59428,MARIAGE,1995,19950624,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1995,19950617,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1995,19950603,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1995,19950527,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1995,19950513,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1995,19950408,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1995,19950128,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1994,19941224,2
NEUVILLE-SAINT-REMY,59428,MARIAGE,1994,19941022,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1994,19940924,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1994,19940827,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1994,19940806,1
NEUVILLE-SAINT-REMY,59428,MARIAGE,1994,19940723,2
